,FN,LN,School,Department,City,State,OQ,WTA,LOD,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader
175,Aline,Livni,Boston University,Languages,Boston,MA,2.8,N/,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Daniel,Hudon,Boston University,Science,Boston,MA,2.8,N/,3.6,1,2,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3
177,Rick,Cole,Boston University,Writing,Boston,MA,4.8,100,3.0,4,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1
178,Julian,Zelizer,Boston University,History,Boston,MA,4.5,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Jason,Prentice,Boston University,Writing,Boston,MA,4.2,80,3.3,6,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,1
180,Edward,Loechler,Boston University,Biology,Boston,MA,4.1,70,3.0,1,10,1,2,2,1,12,7,1,4,0,5,1,1,7,13,9,0,0,4
181,Daniel,O.,Boston University,Philosophy,Boston,MA,3.8,N/,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,John,Hall,Boston University,Communication,Boston,MA,3.8,N/,3.4,1,1,0,2,0,1,1,0,1,0,0,1,0,0,1,0,2,0,1,1
183,Stephanie,Nelson,Boston University,Humanities,Boston,MA,4.1,N/,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
184,Cheryl,Boots,Boston University,Humanities,Boston,MA,3.1,29,3.3,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,2,2,0,0,5
185,Georgia,Weinstein,Boston University,Science,Boston,MA,2.3,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,William,Eldred,Boston University,Biology,Boston,MA,4.1,N/,2.8,0,1,0,0,1,0,3,0,0,0,0,0,2,0,1,0,0,0,0,4
187,Mark,Passacantando,Boston University,Finance,Boston,MA,4.4,N/,2.9,1,2,0,0,0,2,2,3,0,0,0,0,0,0,4,0,2,4,0,0
188,Eng,Wu,Boston University,Accounting,Boston,MA,2.7,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
189,Paul,Blanchard,Boston University,Ma,Boston,MA,4.0,75,2.9,0,3,0,3,1,1,0,2,0,1,1,5,1,0,2,1,1,0,0,1
190,Julian,Go,Boston University,Sociology,Boston,MA,4.5,86,2.5,0,5,0,1,1,0,4,5,0,0,0,2,11,6,9,0,0,0,0,0
191,Melanie,Smith,Boston University,Writing,Boston,MA,3.3,78,3.8,7,0,1,1,1,5,4,1,2,0,1,0,3,0,0,0,3,0,4,4
192,Leland,Neuberg,Boston University,Ma,Boston,MA,2.1,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,William,Tilchin,Boston University,Social Science,Boston,MA,4.5,N/,2.8,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0
194,Raj,Mohanty,Boston University,Physics,Boston,MA,3.4,N/,3.1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0
195,Walter,Hopp,Boston University,Philosophy,Boston,MA,4.0,67,2.8,3,6,0,0,3,0,0,2,0,0,0,1,5,0,7,1,2,0,0,1
196,Lori,Chibnik,Boston University,Ma,Boston,MA,4.4,N/,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Ben,Campbell,Boston University,Anthropology,Boston,MA,2.6,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Drue,Coles,Boston University,Computer Science,Boston,MA,3.8,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Anthony,Wallace,Boston University,English,Boston,MA,3.4,N/,3.4,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
200,Zenryu,Shirakawa,Boston University,Languages,Boston,MA,4.1,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,David,Marchant,Boston University,Science,Boston,MA,4.6,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Pedro,Lasarte,Boston University,Languages,Boston,MA,4.4,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Ming-Chang,Lee,Boston University,Engineering,Boston,MA,3.4,67,2.8,0,1,1,2,0,2,6,2,0,0,0,0,0,0,3,2,2,1,0,2
204,Diane,Balser,Boston University,Women's Studies,Boston,MA,3.0,N/,2.9,1,1,0,0,0,2,1,4,0,0,0,0,0,0,1,1,0,0,2,0
205,John,Gerring,Boston University,Political Science,Boston,MA,1.9,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Elizabeth,Lozano,Boston University,Languages,Boston,MA,2.9,N/,4.0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3
207,Cathie,Jo,Boston University,Political Science,Boston,MA,3.5,100,3.5,1,1,0,1,2,0,0,0,1,1,0,0,4,0,2,2,2,0,1,0
208,Leonard,Andres,Boston University,Natural Sciences,Boston,MA,3.7,N/,3.4,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,3
209,Robert,Lucas,Boston University,Economics,Boston,MA,3.3,N/,3.9,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1
210,Christopher,Fahy,Boston University,Humanities,Boston,MA,3.1,N/,3.7,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
211,James,Baldwin,Boston University,Geography,Boston,MA,4.0,88,2.9,1,4,0,0,0,1,14,7,2,5,2,5,10,0,11,8,1,1,0,5
212,Susan,Dorff,Boston University,Languages,Boston,MA,4.2,N/,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Ray,Wilson,Boston University,Accounting,Boston,MA,4.7,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0
214,Hsueh-Ling,Huynh,Boston University,Economics,Boston,MA,3.5,N/,2.6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,Deborah,Utter,Boston University,Business,Boston,MA,4.0,N/,2.8,1,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
216,Wayne,Snyder,Boston University,Computer Science,Boston,MA,4.1,54,3.1,2,11,12,3,2,0,5,4,1,2,0,1,7,0,4,3,6,0,0,3
217,Sarah,Hanselman,Boston University,Writing,Boston,MA,3.5,39,3.8,10,3,6,1,5,2,4,2,0,2,1,4,0,0,0,2,9,0,6,25
218,Sarah,Phillips,Boston University,History,Boston,MA,3.9,N/,2.6,0,1,0,0,2,0,1,0,0,0,0,1,0,3,0,0,1,0,0,1
219,Simon,Gilchrist,Boston University,Economics,Boston,MA,2.3,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,Polly,Rizova,Boston University,Social Science,Boston,MA,2.8,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Carrie,Bennett,Boston University,Writing,Boston,MA,4.0,N/,3.0,7,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,6
222,Richard,Lawler,Boston University,Anthropology,Boston,MA,4.6,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Sean,Elliott,Boston University,Chemistry,Boston,MA,3.5,N/,4.1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1
224,Herb,Golder,Boston University,Humanities,Boston,MA,2.8,20,3.1,0,1,0,1,4,0,8,2,2,1,0,0,1,0,1,6,0,0,0,0
225,Bruce,Anderson,Boston University,Geography,Boston,MA,3.8,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
226,Robert,Levine,Boston University,English,Boston,MA,4.2,N/,3.7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,Deeana,Klepper,Boston University,Theology,Boston,MA,3.8,N/,3.5,1,0,2,0,7,0,3,1,0,0,0,0,0,0,2,1,2,1,0,5
228,Phil,Tate,Boston University,Education,Boston,MA,4.4,N/,3.0,1,3,1,0,1,1,3,1,0,0,0,1,0,0,0,5,2,0,0,2
229,Mike,Oshins,Boston University,Hospitality,Boston,MA,4.0,N/,2.9,0,0,0,0,0,2,1,1,0,0,3,0,0,0,1,1,0,0,0,2
230,Simon,Keller,Boston University,Philosophy,Boston,MA,4.1,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Brian,Shawver,Boston University,Writing,Boston,MA,3.1,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Sue,Griffin,Boston University,Languages,Boston,MA,4.6,80,2.3,2,2,0,0,0,4,0,0,0,0,1,1,0,0,0,0,2,0,0,0
233,Dustin,Supa,Boston University,Communication,Boston,MA,3.9,79,3.3,2,2,1,1,13,4,8,1,3,3,1,1,8,2,5,13,0,3,1,5
234,Tom,Anastasi,Boston University,Marketing,Boston,MA,2.6,N/,2.9,0,0,0,0,0,3,3,0,0,0,1,1,0,1,0,0,0,0,0,2
235,Chris,Schneider,Boston University,Science,Boston,MA,4.1,N/,2.4,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
236,Daniel,Monti,Boston University,Social Science,Boston,MA,3.2,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Leland,Monk,Boston University,English,Boston,MA,3.5,N/,3.4,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,3,0,0,1,1
238,Leslie,Hawkes,Boston University,Languages,Boston,MA,3.5,N/,2.4,1,0,0,0,0,3,2,0,1,0,2,0,3,1,1,0,1,0,1,1
239,Samantha,Myers,Boston University,English,Boston,MA,4.4,71,3.2,9,3,1,2,0,3,2,2,1,0,0,0,0,1,0,0,3,0,0,7
240,Tomas,Kohn,Boston University,Business,Boston,MA,3.6,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Samuel,Hammer,Boston University,Biology,Boston,MA,3.0,N/,3.4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
242,Lesley,Yoder,Boston University,Languages,Boston,MA,4.7,N/,2.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Michael,Pencina,Boston University,Ma,Boston,MA,4.0,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Geoffrey,Cooper,Boston University,Biology,Boston,MA,3.4,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Brian,Persaud,Boston University,Ma,Boston,MA,4.8,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Maciej,Szczesny,Boston University,Ma,Boston,MA,4.3,100,2.8,0,5,2,1,0,0,2,3,0,1,0,0,10,0,5,3,3,0,0,0
247,Jeff,Allen,Boston University,Information Science,Boston,MA,4.0,57,3.3,1,3,0,1,2,1,1,5,0,1,0,0,0,0,4,0,0,0,0,1
248,Taline,Voskeritchian,Boston University,Communication,Boston,MA,3.2,N/,4.2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,4
249,Eugene,Wayne,Boston University,Ma,Boston,MA,4.5,92,2.7,1,5,6,0,1,1,0,7,0,0,0,2,7,1,6,0,4,1,0,1
250,Rick,Murray,Boston University,Science,Boston,MA,4.6,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Chip,Celenza,Boston University,Biology,Boston,MA,3.9,71,2.8,0,1,5,1,0,0,1,1,3,3,0,0,1,0,0,2,3,0,0,2
252,Judith,Swanson,Boston University,Political Science,Boston,MA,2.7,40,3.3,2,1,2,1,3,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0
253,Anna,Geifman,Boston University,History,Boston,MA,3.1,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Aki,Kanamori,Boston University,Ma,Boston,MA,4.0,100,3.2,1,4,1,2,1,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0
255,John,Clarke,Boston University,Astronomy,Boston,MA,4.0,N/,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Thomas,Bania,Boston University,Astronomy,Boston,MA,3.1,50,3.4,0,0,1,0,1,1,0,1,1,0,0,2,0,0,0,3,1,0,0,0
257,Mark,Kon,Boston University,Ma,Boston,MA,3.8,N/,3.3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
258,Robert,Hausman,Boston University,Science,Boston,MA,3.0,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Frederique,Donovan,Boston University,Languages,Boston,MA,3.7,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Jon,Westling,Boston University,History,Boston,MA,3.0,20,2.3,1,0,0,0,1,1,2,1,2,0,0,1,0,0,1,3,1,0,0,1
261,Timothy,Kohl,Boston University,Ma,Boston,MA,3.5,N/,2.6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,3,0,0,0
262,James,Schmidt,Boston University,Political Science,Boston,MA,3.8,N/,2.9,1,1,1,1,6,1,1,0,2,0,0,0,0,0,0,1,1,0,1,2
263,Brendan,McConville,Boston University,History,Boston,MA,3.4,N/,4.0,1,1,0,0,5,1,1,1,0,0,0,0,1,0,1,1,0,0,0,6
264,Kevin,Barents,Boston University,Writing,Boston,MA,3.6,N/,2.6,2,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,2
265,Theo,Vo,Boston University,Ma,Boston,MA,3.0,45,4.0,3,10,18,1,0,0,9,2,2,7,0,1,1,1,9,4,0,1,1,15
266,Ranga,Myneni,Boston University,Science,Boston,MA,4.1,N/,2.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Andre,Switala,Boston University,Economics,Boston,MA,3.2,46,3.8,3,3,9,2,6,1,11,5,4,6,0,1,1,0,6,16,3,0,0,24
268,Beate,Alhadeff,Boston University,Languages,Boston,MA,4.3,N/,2.8,2,0,0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,0,0,0
269,Igor,Lukes,Boston University,International Studies,Boston,MA,4.2,N/,2.7,0,2,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0
270,Diana,Lobel,Boston University,Theology,Boston,MA,3.5,N/,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
271,John,Caradonna,Boston University,Chemistry,Boston,MA,4.1,N/,4.2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,6
272,Liam,Meyer,Boston University,English,Boston,MA,4.3,100,3.1,18,2,0,3,6,2,1,2,1,0,0,1,1,0,3,0,10,0,2,0
273,Kathleen,Martin,Boston University,Social Science,Boston,MA,3.4,N/,3.6,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
274,Michelle,Hoover,Boston University,Writing,Boston,MA,4.4,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Erika,Wells,Boston University,Psychology,Boston,MA,3.3,50,3.3,1,3,4,3,5,9,21,2,1,0,1,9,5,6,3,5,3,2,1,9
276,Benjamin,Koskinen,Boston University,Economics,Boston,MA,3.8,85,3.1,4,4,4,5,1,6,21,3,0,1,3,9,14,0,4,5,4,5,1,9
277,Michael,Dowding,Boston University,Communication,Boston,MA,4.4,83,3.9,7,2,3,0,1,0,3,0,0,0,0,2,1,0,1,0,0,0,2,4
278,Kathleen,Malley-Morrison,Boston University,Psychology,Boston,MA,3.5,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Jay,Corrin,Boston University,Social Science,Boston,MA,4.6,N/,3.6,1,1,0,1,2,4,0,2,0,1,0,0,1,1,2,0,3,0,0,1
280,John,Porco,Boston University,Chemistry,Boston,MA,3.7,80,3.2,0,0,2,2,0,0,0,0,0,2,0,3,0,0,0,2,0,2,0,2
281,Mark,Roberts,Boston University,Business,Boston,MA,3.4,N/,3.5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
282,Doe,West,Boston University,Psychology,Boston,MA,4.8,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Houchang,Chehabi,Boston University,International Studies,Boston,MA,4.3,82,2.8,0,6,0,1,1,0,9,0,5,1,0,1,0,0,6,4,0,0,0,1
284,Abram,Trosky,Boston University,Political Science,Boston,MA,4.5,N/,3.3,4,2,0,0,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
285,Jeff,Coulter,Boston University,Sociology,Boston,MA,3.9,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,William,Saturno,Boston University,History,Boston,MA,4.1,N/,2.4,1,0,0,0,0,1,2,0,0,0,0,3,3,0,5,0,0,0,0,1
287,Bjorn,Reinhard,Boston University,Chemistry,Boston,MA,2.3,N/,4.2,0,1,2,0,6,1,7,0,0,0,0,2,0,1,1,11,0,0,0,14
288,Charles,Chang,Boston University,Languages,Boston,MA,4.2,91,3.3,11,11,9,12,0,1,4,6,0,0,0,0,15,0,18,0,13,2,0,7
289,John,Paul,Boston University,Literature,Boston,MA,3.1,N/,3.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
290,Henry,Marcucella,Boston University,Psychology,Boston,MA,2.6,N/,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Frans,Ryckebosch,Boston University,Business,Boston,MA,4.2,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Paul,Zimansky,Boston University,Humanities,Boston,MA,3.2,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Robert,Richardson,Boston University,Languages,Boston,MA,4.7,N/,1.8,3,1,0,0,3,1,0,3,0,0,0,0,4,0,1,0,2,0,0,0
294,Ibrahim,Matta,Boston University,Computer Science,Boston,MA,4.0,91,3.3,3,7,4,3,1,1,7,0,1,1,0,3,2,0,0,0,4,0,0,2
295,James,Johnson,Boston University,History,Boston,MA,4.2,N/,3.0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
296,Mark,Richardson,Boston University,Psychology,Boston,MA,2.7,N/,2.8,1,0,0,0,2,2,0,0,1,1,0,1,0,0,0,5,0,0,0,0
297,Steven,Katz,Boston University,History,Boston,MA,4.3,N/,2.3,0,3,0,0,0,0,4,4,2,0,0,1,1,0,2,1,0,0,0,1
298,Matthew,Caswell,Boston University,Philosophy,Boston,MA,3.2,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Ray,Nagem,Boston University,Engineering,Boston,MA,4.9,100,2.9,6,9,2,0,0,0,0,4,0,1,0,0,1,0,5,0,7,0,0,0
300,Cara,Diyanni,Boston University,Psychology,Boston,MA,4.9,N/,2.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
301,Gina,Cogan,Boston University,Religion,Boston,MA,3.6,N/,2.5,0,0,0,0,4,0,2,0,0,0,0,2,1,0,0,1,0,0,0,3
302,Jura,Avizienis,Boston University,English,Boston,MA,4.6,100,2.5,6,2,0,2,4,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0
303,Jeremy,Desilva,Boston University,Anthropology,Boston,MA,4.6,N/,3.0,0,7,0,0,0,0,3,3,0,0,0,0,0,4,6,0,1,0,0,2
304,Kimberly,Arkin,Boston University,Anthropology,Boston,MA,4.1,N/,3.0,1,2,1,2,5,3,2,1,0,0,0,0,0,0,2,2,2,0,1,2
305,Richard,Nangle,Boston University,Music,Boston,MA,4.3,N/,3.1,0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0
306,Thomas,Barfield,Boston University,Anthropology,Boston,MA,3.3,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Donna,Lehr,Boston University,Education,Boston,MA,3.5,N/,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
308,Larry,Breiner,Boston University,English,Boston,MA,3.6,50,2.7,2,1,0,2,6,0,4,1,1,0,0,0,1,0,0,1,0,0,1,0
309,Michael,Posner,Boston University,Ma,Boston,MA,4.8,N/,2.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,Kevin,Van,Boston University,English,Boston,MA,4.0,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Mark,Grinstaff,Boston University,Chemistry,Boston,MA,4.0,N/,3.3,0,0,0,0,2,0,3,0,0,1,0,1,0,0,0,5,1,0,0,0
312,David,Mayers,Boston University,Political Science,Boston,MA,4.1,83,2.4,2,4,0,2,0,1,2,1,3,0,0,1,0,0,0,0,3,0,0,1
313,Roberta,Durschlag,Boston University,Health Science,Boston,MA,2.5,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Jim,Grasso,Boston University,Communication,Boston,MA,4.1,100,2.9,16,11,0,4,0,6,3,7,7,0,2,0,10,8,8,2,4,0,0,1
315,Stephen,Hodin,Boston University,English,Boston,MA,3.5,N/,3.5,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1
316,Maria,Abate,Boston University,Biology,Boston,MA,3.0,N/,2.8,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
317,Suresh,Kalathur,Boston University,Computer Science,Boston,MA,2.4,21,3.5,0,0,7,0,5,2,1,0,0,3,0,3,0,1,1,6,0,2,0,6
318,Perry,Forgione,Boston University,Psychology,Boston,MA,2.3,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,David,Swartz,Boston University,Social Science,Boston,MA,3.4,N/,3.0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
320,Zsuzsanna,Varhelyi,Boston University,Classics,Boston,MA,3.5,N/,2.9,0,2,0,0,1,1,0,0,0,0,0,0,2,0,3,0,2,0,0,0
321,Nicholas,Huckle,Boston University,Languages,Boston,MA,4.6,N/,2.2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
322,Michael,Kort,Boston University,History,Boston,MA,4.5,N/,3.6,0,0,1,0,3,1,1,1,1,1,0,0,0,0,1,1,1,0,0,2
323,Rebecca,Alexander,Boston University,Psychology,Boston,MA,2.4,N/,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Andrew,Bacevich,Boston University,International Studies,Boston,MA,4.1,N/,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Jeffery,Vail,Boston University,Humanities,Boston,MA,4.4,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
326,Robert,M.,Boston University,Science,Boston,MA,3.4,N/,2.9,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
327,Tino,Villanueva,Boston University,Languages,Boston,MA,4.1,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,John,Byers,Boston University,Computer Science,Boston,MA,4.2,75,3.6,3,4,10,2,1,0,5,2,0,1,0,0,1,0,1,6,0,0,0,8
329,Michael,Zank,Boston University,Humanities,Boston,MA,4.2,N/,2.5,2,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,1,0,0
330,Carolyn,Clark,Boston University,Communication,Boston,MA,3.6,N/,2.4,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
331,Gary,Duehr,Boston University,Communication,Boston,MA,3.8,75,2.6,2,0,0,0,0,2,1,0,0,0,1,0,3,0,0,0,2,1,0,6
332,Leonid,Reyzin,Boston University,Computer Science,Boston,MA,4.0,56,3.6,1,3,7,2,5,0,2,7,2,1,0,0,2,0,5,2,2,0,0,4
333,William,Marx,Boston University,Writing,Boston,MA,3.3,N/,3.5,2,1,0,2,7,3,1,0,2,0,0,0,1,0,0,0,0,0,0,5
334,Ingrid,Anderson,Boston University,Writing,Boston,MA,4.8,100,2.5,13,9,0,0,11,3,0,9,1,0,0,3,7,0,2,0,12,6,0,0
335,Azer,Bestavros,Boston University,Computer Science,Boston,MA,3.5,17,3.8,0,0,5,1,2,0,1,0,1,1,0,0,0,1,0,2,1,0,0,5
336,Jonathan,Ribner,Boston University,Humanities,Boston,MA,3.7,N/,3.1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,4,0,0,0,1
337,Deborah,Kahn,Boston University,Art History,Boston,MA,3.8,N/,2.5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
338,Suchi,Gopal,Boston University,Geography,Boston,MA,2.5,N/,3.8,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,0,1
339,Patricia,Johnson,Boston University,Classics,Boston,MA,4.7,N/,3.2,1,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
340,Theodore,Fritz,Boston University,Astronomy,Boston,MA,3.0,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Kay,Coleman,Boston University,Psychology,Boston,MA,3.6,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Alan,Marscher,Boston University,Astronomy,Boston,MA,4.5,N/,2.6,1,5,0,0,3,1,1,1,0,1,0,2,0,1,3,0,2,0,0,0
343,Abigail,Gillman,Boston University,Languages,Boston,MA,3.3,N/,3.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,Adam,Sweeting,Boston University,Humanities,Boston,MA,3.7,N/,3.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
345,Kathryn,Griner,Boston University,Business,Boston,MA,4.0,80,3.0,2,3,0,0,0,1,2,1,0,0,0,0,4,0,1,1,2,0,0,1
346,Jeffrey,Rubin,Boston University,History,Boston,MA,3.1,N/,3.8,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2
347,Anatoly,Temkin,Boston University,Computer Science,Boston,MA,4.5,N/,3.5,3,7,2,0,0,3,1,3,0,0,0,0,1,0,2,1,4,0,0,2
348,Martha,Tompson,Boston University,Psychology,Boston,MA,4.4,100,2.4,1,1,0,0,0,0,3,2,0,0,0,1,6,0,6,0,2,0,0,1
349,Mathew,Stewart,Boston University,Writing,Boston,MA,4.4,N/,3.6,3,1,2,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0
350,Joshua,Pederson,Boston University,Humanities,Boston,MA,4.5,N/,2.8,3,3,0,1,5,4,3,2,0,0,0,0,3,0,2,0,3,0,1,5
